inputs_addresses,outputs_addresses,outputs_value
12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,18aJpb4GstcvMnW8Y3YYBX9EA4WSxx12yv,20000000000.0
12u6hecWRHEPceLYZ9yhubZvhgKYuLGf1J,1LDfJf6ypt7Lh1ruTDHw1EEQ1x2wfirCH3,1000000.0
1Cq9sucCmX7M82JDm6qYpgk7C3RYZYQC22,1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,500000000000.0
1D2J6dVNFhrAjuCoppruwozuVVvMBgu86L,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,525000000.0
1EyGFyaNdCVNZpxFawPVLFSQRnpSLYXSWN,19DknGkFpNUiifcxdH5SLgijqb1zJKkjce,100000000.0
12cdUGR5d5BozFmWiTDo9qe6xYvof9QEU4,16MG5HwausXz4dSi4JCzXUX7oeudrg51Y8,100000000.0
154KHvAMyMLwjnDPn1CUKqqoGW5bxBemLV,1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,1000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,10000000000.0
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1ET5LwivkxgoaqtqgWk3xsKcj5Aq9MYmjW,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,20000000000.0
13d2tGsY96etMdJZQw3sGjQiPnKnVJPsPi,1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX,100000000.0
1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe,1KeNaYfq3kjyTbsRVMu7XsXPAg47zd3qan,315000000000.0
1BiDsroMqEwDhBmzkKLvCSAddGn8QGmLFf,1JCjFJckVFvN5EFs7oUmzKjPVLq8XyPiwc,500000000.0
1EgM3PBjxbC9GppSJBhba7THhWiGEhDEPW,1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,10000000000.0
1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,500000000.0
13TJsk9tFM5RFGsTc4q2rz7eQozdEGWcpf,1MiiqgK8eTsX7J2HQJdWWDXPMAKxApEVyu,100000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1GviwteVR7grL631JiyciMbgwVbZoeyC3h,30000000000.0
15h6YjNnRoxZRjssvrYknAdpkUq9xFdQVu,1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,500000000.0
1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,500000000.0
1H7xGDPaAf7zXvRHZjjd8jWXWUqZJE5wcH,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,30000000000.0
1PYYjU95wUM9XDz8mhkuC1ZcYrn4tB3vXe,1MgMtTHYV2dhjpSq9jV4Q67wJhMXgHRkQS,2700000000.0
1MzY2Sqmr1aw5BMpUdVzeRwmi9A61q6ccu,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,261300000000.0
1JZKwSVYUB5fx3839CU5o6qVZSyBBq72V3,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,15000000000.0
15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,100000000.0
16MG5HwausXz4dSi4JCzXUX7oeudrg51Y8,12cdUGR5d5BozFmWiTDo9qe6xYvof9QEU4,100000000.0
16uPStYBb7c4dwcUNcmpkJdESfJHRtQpuu,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,5000000000.0
1PkkqAGACsMgkpRVwj6c5RYKXmiPgtfdYu,168MbZB9RDkqNA4z7q3gALUvE57Vhz8uzG,100000000.0
157fRrqAKrDyGHr1Bx3yDxeMv8Rh45aUet,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,30500000000.0
16MG5HwausXz4dSi4JCzXUX7oeudrg51Y8,12cdUGR5d5BozFmWiTDo9qe6xYvof9QEU4,100000000.0
1HkppvJryKy7ZSSvjxvn5bzBKHxC8u8Ha,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,100000000.0
1EeVKvohsft5RAh3DYJMSWoHkdPWfM13Re,16MG5HwausXz4dSi4JCzXUX7oeudrg51Y8,100000000.0
12PoCvZtKEHs4v3uMzj52Xawyo8xFXCPMu,1Bx8pSCW9Gzyvf1EjkeHJM5DpA3ip4At9h,60000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,30000000000.0
12n7kmwuJftTMhqZep9EdZP4jMHfDQdSBN,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000.0
1MBJaybkUhDbpPqS14cNA13dedTGBZxz1o,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,5000000000.0
18vw7gsMV9GgwHkssJRMbAAyhbJW9rj8u1,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,5000000000.0
1DWQots8roPxi21ftRkEWsBbr8d32UyY53,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000.0
1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX,1PkbT6Y55f2Bvr3BVcKvUD1Ph3Fd8i5Yr1,10000000000.0
1NQv3QWxZs5gtHWT9BK1Y7mEGC6m3V4oFu,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1000000.0
19dcYyQNyUAUTC7kM4FUkeZCtos6Qf67rP,1D5wX6RQ4btaKToYJJAGXPi2GooDpjLg2x,9200000000.0
1BvcTBqKE9M2XhMeQLoGoH3LBAWqi69ugc,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
19LgfJjtnBmwaVeyrV43APE1bGTMPoufc1,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,10000000000.0
13MqNLAVBNSuBPTNWcpaNs3syHcgLA2yn3,16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9,10000000000.0
1Nugubkf5enEnpZuKBomVRb2wLmXfjfCrC,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,10000000000.0
14LJJ3C2GQyTbnXJVvkfy5TNvwBPCR3B9V,112LNo8cZ3DbcJejrmTQ6SGJPa61bzLA75,10000000000.0
1BJEKWYph54G4tui3cYqUgj9Y52nxyrz9Z,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
13nCzzAghPPooNiwqd9gs422kGMR2gjP8y,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1LLoyf1tkUrz3FxD79mAcNrnpB7jcbFkuP,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1NARUTsUHcGCrEY7AYxvEuZEgbBSq4R1nC,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1HeD8mCMV6KQzkV5kfV1GroZWw94TzJyap,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1HJvWcTA2KDUvo7NZUR75qMhCskfAaCWuz,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,10000000000.0
1HuL7zv15gyhrRcL5HERhbwffAGsCVzG3V,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1CTrXoub7bggbMWzTfLRuUEVz9494Bi98U,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,10000000000.0
1HraAaUMYojpDewCQor4ydwswKhNWM4f8u,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1Nh1NQbExiS4cd3yjGsuQ6pG3fiaX9BRqF,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
18wvG1XTRSEYiKXwfxudA5uQZskN7j86de,16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9,10000000000.0
16QKTSpNQsVEEirzb1jvuDzkq17QQSp6tm,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1Epu2VewmipWk7BZus8XLYrj1hVSvVegmV,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,10000000000.0
1DAQNwKBuxGNqiE5K25mEkqQtzbuyhGbd6,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1N48FJ3AnorJaeKu2AYVF96PDLMwkkz4hA,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1GsSfh2jfGtaaXwgqvHq5yMBShLeLfqnro,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1BagKDShTncMptGJgTi9QaNjgGpRgZud8W,1EeVKvohsft5RAh3DYJMSWoHkdPWfM13Re,10000000000.0
14HbnJaAJV9cdLL9D8BNMDxwE9jg38sVZQ,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,10000000000.0
1NJyTcVbisMs6woX3VhGSinJFX8pV2H1R2,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1L3E5GAjdWFE3CqwWJ2bs2fRcTnciXawuM,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1GDzQwM5WyxeLEUYxT8A2jg5Btwx79L5Rk,1Kx4zHqAJvWrVsQXuAfTR3VWf8RPvL8i4v,10000000000.0
1QG8MxhnrjfmsK6CujyEsLrqawH7Ar8XB4,1H8EyFxa6rH8J7wXY54qxmvkLHQZYxPgzz,10000000000.0
1Jksp5A8TrQEgJyL2g9LJ3HtWUBj6cJJz,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1BQmYFcrv8VQUpaHXSjXcusYU1TL5MAXiz,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1H5Jejc3Ppc6JxwYokDHmGZko5AHMBwhwX,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
14qubtccF1ozaR87seByAuY7NaNTjALXGc,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
1KNcPqjm5jHuonXsSEFdz1UkTiBrRXPrgR,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1ED6Jn9rjbT4QQAjNK8pRxW3bzjyP32vRQ,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
177ZBiASZHkEYHpTrRwKHbg9ezCxKmhrbC,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,10000000000.0
1M6pbmcNjBBz5T7myVsgGCvkjrRB5ype6M,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,10000000000.0
16c43oCXiE1FMHcMiermhdvvuyahJ9yhSM,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
1Mompcqb9CwoRyEX4jpUxerMtyEhsV7XhC,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,10000000000.0
1D4tp6Kj1Uwki7K2SFDcufHxcs8RvWne14,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,10000000000.0
19RvCJJqkH7vLq9kSfozuvmb8Vfd8pVu9Q,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
17vF6MRwk4tFtWDSAm77eATRennPn6foxG,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,10000000000.0
14n6Rqm5wpyJcHRybr1rKXhCPV69aMBjxH,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1H9xZ1EN5RM8qMrkyw5R1wZdTBqsBJZMit,1PyNKEyqtDFB4HBG8ueDVxdPZfgwC6gAqw,9000000000.0
1BzuZR9yEt1nunLsQLj8MDtZ9h2xTfFbXG,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1CXWGHKuFe6n2HWMJvPgJ3giKTYz39BSpu,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1A1gntFRB63Q8kNvru7dJL3ndBTkXD31JA,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
14gFw78boRYKMs8uGfWD7PFBNFJJXYCTJ1,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1FWJweAAeHDDUJTxGXUGfi8z3JqoMe8FeV,1L9QnXEtpQ5Ebtq5Vr5BLkiGG66eJXhbrA,10000000000.0
1G3HhxiqmaReJ7dA6YG8VENL2FVXE5cF3E,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
14a6J5zwob1gJ2yGvsKJLoXvSP5TebKPuS,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1AvABdThRykvZ1sxdamsx6CpPQtLSKYmHJ,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1Hw2YyXFqTg793C3u2q5B8oFiiQUXZpJ4x,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
1ZGiNiej2qK1xGxeMFEFtY3B8UXuQxrBw,15QYFjTv9zKUKiDZ58T2exDBTKYzKznodL,10000000000.0
1C7AMLDMpnR8uycqoVzxkBEXybiRstkh1U,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
13iwxW31RNdGjyGkFCtPawz3GpatqvBrqe,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
16rhsBgdwjkNVzqPCCn4YfE4c6QMWDDKLX,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1GE98f9DbbpCnzbkeTg7rwQAjPsTC4czV1,1G41jLaCgHmkfinaqR43hYVRVr7QvprkET,10000000000.0
18PgHN2BixaBJfSBHe3vUg8U7Gvad9AgHx,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1BFfX4BiDQFKf7ftnV79CqGMMcNmu6itvF,1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,10000000000.0
1ExbxUz11fKYgfNTvWcChKf1xVhNHLUfTf,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
12wzH3n9kqYMwspoBJkPia8TQ1bnHFKKqb,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
15fsTE7EQzYGbn4uGk7jMgyVuvPTa9yTkG,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1DoQeKfU3dYhN9bxMpFFcVUnufCPDqSPae,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,10000000000.0
1Ka8AjPAqTNUTKCJ8AG9YfcW7gFdCyoBBa,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,10000000000.0
1N9zucXZiR4UU8zEBNebh9SmaLxajBte1V,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1MA4uvFyT8ieFu1uWViHYCUsfqChdN5Fev,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,10000000000.0
1Jxw2H77hFbk11ZN7Y7HwuZS8X4JhqrwTG,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,10000000000.0
1FV8xMfBxV8Bs11aE1Eeto16g9cXgDBEWk,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,10000000000.0
1DyENTYmUFnvgDimWa3dLNJevxeeK2Cj25,1DcXvfJdeJch9uptKopte5XQarTtj5ZjpL,10000000000.0
1Ngb4zEkNgL3Sp75kySo5CtGqc8Z4iGR3h,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,10000000000.0
1LRHLHnKDa9D5FoGQ9HykCuH1kyMfwV5mH,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1AdkV2CNTdLSmHUdzM6axSpAEqumdryN6R,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,10000000000.0
1966k3QPgbFg9vywjpXNDvZTrbS8zrZwxN,1Kca267HrPztjjehLh49D3pfasQ6gPQFpB,10000000000.0
1FyPJT22E3zfvFJSMape2fMHhHE5dwPMkX,1294RCVrvxsXhn79VUMgNCobswzU2oTL4D,10000000000.0
14vYPa8D34K7ZHqFkEsmp8Et4tYeyxTmQM,1GWNWqPJnZ9isfiDLUZCaMPhmxtnVUT3mh,9899000000.0
1CFikTx1Dctv8YEfD3pG6QZ7suTjUL1T84,1Jfxbg14PZDgTR1ZWfEMtPXXRY1rTdJLuR,10000000000.0
19nkHQzHciq6v1u9RrjyxX2bbB1xRHQtq1,1ErJT8yg6HV9UdoaLDbFaSxCrZfbBMAYJw,10000000000.0
1Mf5sg7UMVJYiEpTSKp3iJVf2hepdNXVMf,1HUknzBKtmqnUxDmoqMH72mdaDmN3xok4x,10000000000.0
14AYmN5fymANpJXU9WPf8MTAGcVH85LxME,1QAo87y5jLFwwnEuM7wtwQDKpdNaFMLnJi,10000000000.0
1Gt6HSzky3qkHYcK5gdwDdzQbQdBZdNX3M,19v6CezeqzzPkMhMFMaRrn6fMJPLs8x5c7,10000000000.0
1D9MtLbzrZd9JyVrBstCANk3F2bBTJWsTq,1JXWhgm8fzZrBGJXEh28mDDJdn8JaZqW3G,10000000000.0
13B2CT3nv5h5JDPgWUhBGAsamHhx7jqT1K,14ccB2QFEKZnd1gLUtgr7vWg6JrMeXaQXK,5005000000.0
165iW4jW9dtJm4dxZe3L48TG6DtCZoW9yr,1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,680100000000.0
1AfcyGFJG2H1DVdqGChwC3aiWHfYKLkfi8,1JiZxcwHpivk35obqHUYbdNoE1BA8ty5TB,4800000000.0
157fRrqAKrDyGHr1Bx3yDxeMv8Rh45aUet,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,100000000.0
18bfNwqohEMvLy7HTWHerDSvWFi28qhhEi,16A6fMsu4mURRS3z7CZR7Ub5v6etcDy1i9,4000000000.0
1JCjFJckVFvN5EFs7oUmzKjPVLq8XyPiwc,1JfyQHPFQoMnyWUmUeLzm6zbi1Rc3hGrKY,1000000000.0
16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,1PyNKEyqtDFB4HBG8ueDVxdPZfgwC6gAqw,50000000000.0
12wHJ5xDZV4vbnFUvHmXiZsrcZJJECuK1g,1DYMSE1PRsTujEWiqn8KjkYAjw6Ac14NKy,2000000.0
1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,1DSWuXreA8U6TsQqBMLzRAgcKm8x5XWRMS,30000000000.0
13P1tGedjatdNxnzpeqMeTzQpMq1BudgNe,1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX,10000000000.0
1Lcuwq2zMm8k5Q8CJ2JjF3mibaXBUY6nhV,1885CXo4J8z7j96GYxUhkrVJBzokvyRqYZ,20000000000.0
1FKahNzD2LdEzxAUnvH164C53aiUc7yJu5,1GpCXSXsJ98fM1fSFxttApwa8aPboC9Ct9,20000000000.0
1F1xJotGGBJZRaX9kRnLs6EkehvG9hPUDJ,1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,30000000000.0
19bSmj1DbvW3rbwxL6rscavCG7jykqWkEp,1obEi9Yobc7Zbwu9BfDq64jEgfpXWozQi,15000000000.0
1AeZDWNbisbF31xvHrmjG3jAUBYsJUDZuk,1JyEmxiMso2RsFVfBcCa616npBvGgxiBX,1200000000.0
18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,176PBst8MLcu3TbqHrg8CU54ve7ppctQS5,15000000000.0
1NPteUq7ngX5ngTBTNnCgdxKGRse6rQjAa,1K1emEabNRqKjU7XQq3Ve7ACBFZKDb4rAe,2400000000.0
1EgLsoGqfCmW6TAvZeWe2qnHNBHAbgau64,1rPARZfRiJ6oePvMmG76Ko83G7Ln5kMrX,7100000000.0
1BURYAajQczKwaH4eeaQi2bibJGfpkku3c,157fRrqAKrDyGHr1Bx3yDxeMv8Rh45aUet,30500000000.0
1GiFyGXPd8qUNHe5dtWbt2G3dPs5rxRPeN,1CAzC5MveAfS7ooQTBSvWCfAnrcCc6Lthx,15000000000.0
1LKh9bLV4LKvFaPciFYg3APjzKkVAB6Vr5,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
1HU7yd2tRwxzNXxTirWZesqA9fbL8uKzpn,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,15000000000.0
19mVCgRhnQ3TgbmHEC1zxNUB7vuiATF6rC,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,15000000000.0
1MdyasP1kKfbbQBrhqVBqHEPTpMuZYToLV,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
1MbhtXyZvbdEjriP69DNST8UbhvGFRFe5J,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,15000000000.0
1PMd1snHYUDiAXV7r2ckQiiBHdYWPdfxWW,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
18VpteAyy3pWaSKH9ZefJCFSYnuXhbsHBj,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
12KfYrKvsemvqkHtaXUfDo5eVzSUfa9N8i,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
19TYQNGtPcPL8KVT2wGih21EyC6NoKSi7N,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
18qBMwWZyUDuAitQR4YfNbTFSs5cVZBrP4,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,15000000000.0
1FrbHkLanCESDhxyvPXcdGzX66CeR7CQSR,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,15000000000.0
1L9CyHQvp771HfxvEKsEQb9m9LsBRsYKne,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,15000000000.0
1GdKWva58iV3korsSbr2Q3jAV8jmXJP8gX,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
14g2T11DbXiQGSpEEFB5GYn5HAcvnMZc71,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
1MfD98cogP5vfy9wZoccBE33kvVqpcUnFn,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
1KuNoYBT1GARDJeKV6DC8iexphuZgs1PZc,1FzZzMZCVD4NLQMforDVEUKJDwRmmG6iW,15000000000.0
1NvLGnz9TT4v5mim3HXDuxf2y4B2w6Vtzw,16gruKjwPD9yjhjjCejcMmLMhZw2FB5sqa,15000000000.0
1DQ37z7Nf31zenMeqQZP9ewYE8e6CXWtfX,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
1JTG3AthEAVeh4EyDSLrFQpPm6DjApAtZG,18NJ1NWoZd9RGrWYpmU6A7BgQddz7oT1bk,15000000000.0
13ZkzcWDEa1fPa3t3bBwDtaP49v8TdqMqt,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,15000000000.0
1bTvyHPL7UggYBswKx4yMaTpqPq7hN2WR,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,15000000000.0
1C6BbVgKVMYCQuZDKrj68wxxxsF97QfX59,1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,15000000000.0
12sAhTGL7SEvA7QDEsZezuSbiK9htwYqGt,1LGThcZhhRaPcQv6JCyUCjrzhmLwSwoN4G,15000000000.0
1Kk4JPXVyBQAHZXZU5SiBdcQDGLHke9pM1,1851awCb56xL78FE7SGWGsdDduuKaZpG3N,15000000000.0
187oKoYR2XNFWL4oeexCR9dnqWNXCHJDUM,13ucPR8k54JbTBuWUAvRVGDswcE7jh2MC1,15000000000.0
1EEW8skG1XGp3C58RXPovZUJSk4DEnASms,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,15000000000.0
1B6bDMBnbh8RWHiJKt7uwMLurpKXvRKK5q,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,15000000000.0
1JbrK6wUUuFeXZRRU4xupTwJuoXxNecrze,1HLvaTs3zR3oev9ya7Pzp3GB9Gqfg6XYJT,15000000000.0
1HQkwJoCnaj5s7RcTfyDs9i6GMdLfe23Kh,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,15000000000.0
13XS2KpC7sNP9QSB6X4hX3iwCdU6fzYq4P,1HSbBi1K4aVRfvge6XKrQpNcUA9Wp96RHJ,15000000000.0
1DdWJEXLVm6B4g3NBoqAeY7nVKu6iMc5fP,1PLMYzytFG9VKV9g4EpkrB5LURSaCVHx4T,15000000000.0
141f3osRQuvyjjpRepvAHddW7Fb5ATAG4f,1F9Rz1AAPeuJfmADTuWruosmkEuPDLB1ZE,15000000000.0
14veXxueZma6uJZdg8TvtDjUVRupB8kUtt,1F1kRQZMgNMyey4a9rqUEFJ5yZhZeUupvE,15000000000.0
1XPTgDRhN8RFnzniWCddobD9iKZatrvH4,1MjtRXDYK85X2bYCn6P1bEPtAbpkGFZWPX,1200000000.0
1Aay9gdYTUYpu1ipdWd7mbbcE8rejcEN9z,1vzd7NKFCnbz1Tg2hFFJDPmwEQxfVrrm2,20000000000.0
1Ln6cPPCWdhm51CSHZ7Xt9UHdwsSZQkaYh,13eA7V7N8vihHCxpHf2CvqUVs7ZnyqJ9ot,20000000000.0
1CEgHuSZhxXremUrHLjUfuo7UxAGMekJg1,1Nw3ZRw3MqaMrFsjtT3wgteE72WtRNFwn8,15001000000.0
1AzqZydA3RHx2QDuLtr7ndxvGixETguRnN,1MQhinhdjhz6krbcWzJJbtcJff5bQ8Liyo,20000000000.0
1NzMo1vA15nUVoU3cpibRN6P6WFvwofNgB,1AnSBD4DtbwaiwrY5Lm8NzPahUn1djgHWg,20000000000.0
1KPV6A9FfMZfj3rTpFxCgukypdwcS56WYB,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,46880000000.0
135w9p74JodQoDjnmTt7AmqbTADqd6z4dp,1Gs8UkpT2HNz6NxFhed5xPAkX2xChYE9Pa,20000000000.0
1CKtuvviS2b44pJRC5BLWdVLEjpcVHtqPY,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,20000000000.0
1GPHmnxkvoEMKs6Qm21n2Ri2QK4wKpJgNu,1PAksBNU2KwUftBAhy5fSisrNMizDKFg8s,20000000000.0
1Jr2h2CnucQucUVeWxBBAjTEhN2HGbUpFQ,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,20000000000.0
17oRj4M45kQ4Qv6dCYe3hMhZ7J7UaT7Rao,1Kx4zHqAJvWrVsQXuAfTR3VWf8RPvL8i4v,15500000000.0
1iH3cj5ekZ9mKjqEteR9S7bgCdC4hKNoF,12QxiqgqKUTUW2d5GbwzNiKo9dETy9sEZA,20000000000.0
1C4kypTLqmXf4oh9gZcWFfKJLVs3Erbq6U,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,20000000000.0
14F9qjDUCLC4zRfabY5bxqaiRwZVyDGju6,15Z5YJaaNSxeynvr6uW6jQZLwq3n1Hu6RX,20000000000.0
14Z3vWhaBQL1QS3pUndV6GvQQuo7r9MbGi,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,20000000000.0
15TU95BaCwRn4dtt13G8Khr8aDLTHp8wwV,1HaHTfmvoUW6i6nhJf8jJs6tU4cHNmBQHQ,20000000000.0
1HxE1jWedTKkyVX82ZpiRmBkffP13Xt2mk,15n3K53z122HmExaqFv13FqReEmDWkDGff,20000000000.0
